travel_id,name,season,nature,vibe,target,fee,parking,address,open_time,latitude,longitude,full_address,short_description,row_number,matched_cloud_name,image_count,image_urls,match_score,match_method,reason
900,강촌유원지,사계절,"산, 계곡, 마을","산책, 액티비티, 낚시",연인,무료,가능,강원특별자치도 춘천시 남산면 일원,상시 개방,37.81570388,127.6325487,강원특별자치도 춘천시 남산면 일원,"강촌유원지는 강원특별자치도 춘천시 남산면과 서면에 걸쳐 있는 대표적인 유원지이다. '강촌'이라는 지명은 북한강가에 위치한 마을을 의미하는 ‘물께 말’에서 유래되었다. 대중교통 접근성이 좋고 놀이시설과 숙박시설이 많아 1970~90년대에는 대학생들의 MT 명소로 큰 인기를 끌었다. 유원지 인근에는 구곡폭포(남서쪽 4km), 등선폭포와 삼악산(동쪽 2km) 등",900,강촌유원지,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794015/%EA%B0%95%EC%B4%8C%EC%9C%A0%EC%9B%90%EC%A7%80_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_xuceme.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794012/%EA%B0%95%EC%B4%8C%EC%9C%A0%EC%9B%90%EC%A7%80_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_cj0d8w.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760794009/%EA%B0%95%EC%B4%8C%EC%9C%A0%EC%9B%90%EC%A7%80_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_l1u1ky.jpg",1,exact,
901,계방산(평창),"겨울, 사계절","산, 공원, 절, 도시",액티비티,연인,정보없음,가능,강원특별자치도 평창군 용평면 운두령로 1243,"05:00~15:00<br>
※ 구간 별로 상이하므로 자세한 사항은 홈페이지 참조",37.70715122,128.444545,강원특별자치도 평창군 용평면 운두령로 1243,"강원도 평창군 용평면에 위치한 계방산은 해발 1,577m로 오대산국립공원의 최고봉이자 우리나라에서 다섯 번째로 높은 산이다. 겨울 산행 명소로 잘 알려져 있으며, 대표 등산 코스는 운두령 쉼터에서 출발해 정상과 주목군락지를 지나 오토캠핑장으로 하산하는 제1코스와, 정상에서 계방산 주차장까지 완만한 능선을 따라가는 제2코스가 있다. 총 거리 약 8.9km로 ",901,평창,14,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802927/%ED%8F%89%EC%B0%BD_%EC%9C%A1%EB%B0%B1%EB%A7%88%EC%A7%80%EA%B8%B0_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_juglpc.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802924/%ED%8F%89%EC%B0%BD_%EC%9C%A1%EB%B0%B1%EB%A7%88%EC%A7%80%EA%B8%B0_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_ov7fdz.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802921/%ED%8F%89%EC%B0%BD_%EC%9C%A1%EB%B0%B1%EB%A7%88%EC%A7%80%EA%B8%B0_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_ajkhwo.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802917/%ED%8F%89%EC%B0%BD_%EC%8A%A4%ED%82%A4%EC%A0%90%ED%94%84_%EC%A0%84%EB%A7%9D%EB%8C%80_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_cwuypd.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802913/%ED%8F%89%EC%B0%BD_%EC%88%98%ED%95%AD%EB%A6%AC%EC%82%AC%EC%A7%80_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_igzs8h.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802910/%ED%8F%89%EC%B0%BD_%EC%88%98%ED%95%AD%EB%A6%AC%EC%82%AC%EC%A7%80_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ubzevp.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802906/%ED%8F%89%EC%B0%BD_%EC%88%98%ED%95%AD%EB%A6%AC%EC%82%AC%EC%A7%80_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_aa4yzt.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802902/%ED%8F%89%EC%B0%BD_%EB%B0%94%EC%9C%84%EA%B3%B5%EC%9B%90_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_wqskuz.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802899/%ED%8F%89%EC%B0%BD_%EB%B0%94%EC%9C%84%EA%B3%B5%EC%9B%90_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_juovun.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802894/%ED%8F%89%EC%B0%BD_%EB%B0%94%EC%9C%84%EA%B3%B5%EC%9B%90_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_gj6nhl.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802891/%ED%8F%89%EC%B0%BD_%EB%9D%BC%EB%B2%A4%EB%8B%A4%ED%8C%9C_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_y8ancf.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802887/%ED%8F%89%EC%B0%BD_%EB%9D%BC%EB%B2%A4%EB%8B%A4%ED%8C%9C_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_rx3hgd.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802884/%ED%8F%89%EC%B0%BD_%EB%9D%BC%EB%B2%A4%EB%8B%A4%ED%8C%9C_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_lxapxu.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760802880/%ED%8F%89%EC%B0%BD_%EB%82%A8%EC%82%B0_%EB%91%98%EB%A0%88%EA%B8%B8_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ef7rb3.jpg",1,exact,
902,삼부연폭포 (한탄강 유네스코 세계지질공원),사계절,"산, 계곡, 공원, 전망대","산책, 경치, 물놀이",연인,정보없음,가능,강원특별자치도 철원군 갈말읍 신철원리,연중무휴,38.1401993,127.3276947,강원특별자치도 철원군 갈말읍 신철원리,"삼부연폭포는 철원 9경 중 하나로, 명성산(870m) 중턱의 화강암 지대에 위치한 높이 약 20m 규모의 3단 폭포이다. 중생대 백악기에 관입한 화강암이 지표에 드러난 이후 흐르는 물에 의해 오랜 기간 침식되어 만들어졌다. 이곳은 한탄강 지질공원에 속하고, 유네스코 세계지질공원으로 인증되었다. 삼부연폭포는 물줄기가 세 번 꺾여지고 폭포 하부의 가마솥처럼 움",902,삼부연폭포,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797172/%EC%82%BC%EB%B6%80%EC%97%B0%ED%8F%AD%ED%8F%AC_%ED%95%9C%ED%83%84%EA%B0%95_%EC%9C%A0%EB%84%A4%EC%8A%A4%EC%BD%94_%EC%84%B8%EA%B3%84%EC%A7%80%EC%A7%88%EA%B3%B5%EC%9B%90__3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_e9byoi.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797169/%EC%82%BC%EB%B6%80%EC%97%B0%ED%8F%AD%ED%8F%AC_%ED%95%9C%ED%83%84%EA%B0%95_%EC%9C%A0%EB%84%A4%EC%8A%A4%EC%BD%94_%EC%84%B8%EA%B3%84%EC%A7%80%EC%A7%88%EA%B3%B5%EC%9B%90__2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_n4ziun.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760797166/%EC%82%BC%EB%B6%80%EC%97%B0%ED%8F%AD%ED%8F%AC_%ED%95%9C%ED%83%84%EA%B0%95_%EC%9C%A0%EB%84%A4%EC%8A%A4%EC%BD%94_%EC%84%B8%EA%B3%84%EC%A7%80%EC%A7%88%EA%B3%B5%EC%9B%90__1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_wri18s.jpg",1,exact,
903,지경리해변,"여름, 사계절","산, 바다, 마을","산책, 경치, 물놀이, 예술/문화, 역사",연인,정보없음,가능,강원특별자치도 양양군 현남면 동해대로 62,상시 개방,37.92046398,128.8032172,강원특별자치도 양양군 현남면 동해대로 62,"강릉시와 경계지점에 있으며 인근에 남애항이 있어 신선한 해산물과 활어회를 즐길 수 있는 곳이다. 해변 뒤편으로 송림이 울창하고 백사장이 넓고 깨끗하다. 설악권의 최남단 해변으로 양양군 남쪽에 위치하고 있으며 여름에만 한시적으로 지경리 마을에서 운영, 개방하는 간이해수욕장이다. 지경리해변의 최고 장점은 해수욕장 뒤편에 울창하게 드리운 3만 평 정도의 송림이 ",903,지경리해변,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801130/%EC%A7%80%EA%B2%BD%EB%A6%AC%ED%95%B4%EB%B3%80_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_eiwbpn.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801127/%EC%A7%80%EA%B2%BD%EB%A6%AC%ED%95%B4%EB%B3%80_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_hedumj.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801123/%EC%A7%80%EA%B2%BD%EB%A6%AC%ED%95%B4%EB%B3%80_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ff2cgx.jpg",1,exact,
904,남항진해변(남항진해수욕장),"여름, 사계절","바다, 섬, 숲, 도시",조용한,연인,무료,가능 (소형 약 150대),강원특별자치도 강릉시 공항길127번길 67 (남항진동),상시 개방,37.76402394,128.9543445,강원특별자치도 강릉시 공항길127번길 67 (남항진동),"남향진해변은 길이 600m, 2만 4천㎡의 백사장이 있는 간이해수욕장이며, 강릉시 동쪽 남대천 하구의 섬석천이 바다와 만나는 곳에 있는 포구이다. 남항진 해변은 맑고 푸르기로 유명하다. 주변에는 울창한 소나무 숲과 깨끗이 정비된 민박집이 있어서 조용하게 며칠쯤 쉬어가기에 적당하다. 요즘 캠핑 인구가 늘면서 남항진에도 캠핑을 할 수 있는 솔밭이 생겼고 방파제",904,남항진해변,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795196/%EB%82%A8%ED%95%AD%EC%A7%84%ED%95%B4%EB%B3%80_%EB%82%A8%ED%95%AD%EC%A7%84%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5__3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_pb5qb7.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795192/%EB%82%A8%ED%95%AD%EC%A7%84%ED%95%B4%EB%B3%80_%EB%82%A8%ED%95%AD%EC%A7%84%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5__2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_pvihjp.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795189/%EB%82%A8%ED%95%AD%EC%A7%84%ED%95%B4%EB%B3%80_%EB%82%A8%ED%95%AD%EC%A7%84%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5__1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_hekcu1.jpg",1,exact,
905,등명해변(등명해수욕장),"여름, 겨울, 사계절","산, 바다, 숲",산책,연인,정보없음,가능,강원특별자치도 강릉시 강동면 정동진리,상시 개방,37.70421263,129.0166157,강원특별자치도 강릉시 강동면 정동진리,"강동면 정동진리 일원에 있는 등명해변은 길이 800m, 2만 4천㎡의 백사장이 있고 넓은 주차장과 소나무 숲이 우거져 있어 야영을 하기 좋은 곳이다. 서울에서 약 240㎞ 동남쪽에 위치하며 강릉에서 남쪽으로 8㎞ 정도, 동해시에서는 12㎞, 속초에서는 80㎞ 정도 떨어져 있다. 영동선 철도와 동해고속도로, 7번 국도와 인접해 있어 접근이 용이하다. 등명 해",905,등명해변,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795916/%EB%93%B1%EB%AA%85%ED%95%B4%EB%B3%80_%EB%93%B1%EB%AA%85%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5__3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_apazio.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795911/%EB%93%B1%EB%AA%85%ED%95%B4%EB%B3%80_%EB%93%B1%EB%AA%85%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5__2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_fkmpon.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795908/%EB%93%B1%EB%AA%85%ED%95%B4%EB%B3%80_%EB%93%B1%EB%AA%85%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5__1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_z7uqhw.jpg",1,exact,
906,안인해변,"여름, 사계절","산, 바다, 마을","감성, 액티비티, 낚시",연인,정보없음,가능,강원특별자치도 강릉시 강동면 안인진리,,37.73431141,128.9904199,강원특별자치도 강릉시 강동면 안인진리,"안인해변은 바위로 된 곳이 많고, 군성강의 맑은 강물이 바다로 흘러들어 담수욕도 즐길 수 있는 곳이다. 모래밭 길이 1㎞, 폭 50m, 경사도 10~20도로 모래가 곱고 물이 맑으며, 수심이 얕아 피서철이면 많은 여행객이 붐비는 곳으로 해수욕장으로서의 조건을 잘 갖추고 있다. 백사장 대신 바위가 많아 모래밭을 찾기 힘들지만 조개를 잡거나 놀래기, 가자미, ",906,안인해변,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798772/%EC%95%88%EC%9D%B8%ED%95%B4%EB%B3%80_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_eij08k.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798769/%EC%95%88%EC%9D%B8%ED%95%B4%EB%B3%80_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_pyqw68.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798765/%EC%95%88%EC%9D%B8%ED%95%B4%EB%B3%80_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_iqxo07.jpg",1,exact,
907,주문진해변,"봄, 여름, 가을, 겨울, 사계절","산, 바다, 호수, 숲, 공원",낚시,가족,정보없음,가능,강원특별자치도 강릉시 주문진읍 주문북로 210(주문진읍),상시 개방,37.91063487,128.8188494,강원특별자치도 강릉시 주문진읍 주문북로 210(주문진읍),"주문진 해변은 주문진읍 향호리에 위치하고 길이 700m,  면적 9,608㎡의 넓은 백사장과 수심이 얕고 바닷물이 맑아 가족 단위 피서지에 적합한 곳이다. 하얀 모래밭이 흰 속살을 드러내고 파도가 연안에서 흰 거품을 드리우면 무더위를 잊게 한다. 울창한 해송은, 피서객들에게 그늘을 만들어 주고 포근한 분위기를 주어 밤새 이야기꽃을 피워 낭만과 젊음을 발산하",907,주문진해변,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801063/%EC%A3%BC%EB%AC%B8%EC%A7%84%ED%95%B4%EB%B3%80_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_zcdhqh.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801059/%EC%A3%BC%EB%AC%B8%EC%A7%84%ED%95%B4%EB%B3%80_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_uygs8s.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801056/%EC%A3%BC%EB%AC%B8%EC%A7%84%ED%95%B4%EB%B3%80_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_w2vjhp.jpg",1,exact,
908,하조대해수욕장,"여름, 사계절","바다, 섬, 절, 전망대",액티비티,가족,무료,가능 (약 소형 100대 / 대형 20대)<br>요금 (무료),강원특별자치도 양양군 현북면 하조대해안길 35,상시 개방,38.02298944,128.7242655,강원특별자치도 양양군 현북면 하조대해안길 35,"강원도 양양군 현북면 하광정리에 위치한 해수욕장이다. 옥빛 바다와 부드럽게 펼쳐진 백사장, 주변의 등대 풍광, 기암괴석과 바위섬 등이 어우러져 빼어난 절경을 자랑한다. 동해 해수욕장에서도 아름답기로 손꼽히며 가족 피서객에게 사랑을 받는다. 모래사장 길이가 1.5㎞, 폭이 100m에 달하고, 수심은 1.5m 내외다. 주변에 광정천과 상운천 등의 하천에서 담수",908,하조대해수욕장,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803200/%ED%95%98%EC%A1%B0%EB%8C%80%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_mzon5e.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803196/%ED%95%98%EC%A1%B0%EB%8C%80%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_h6c4vy.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803192/%ED%95%98%EC%A1%B0%EB%8C%80%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_vgtaz2.jpg",1,exact,
909,춘천호,"겨울, 사계절","호수, 계곡, 숲, 절","액티비티, 힐링, 예술/문화, 드라이브, 물놀이, 낚시",연인,무료,불가능,강원특별자치도 춘천시 사북면 원평리,상시 개방,37.98255715,127.6580192,강원특별자치도 춘천시 사북면 원평리,"춘천호는 강원도 춘천시에 위치한 인공 호수로, 1965년 춘천댐 건설로 형성되었으며 춘천 도심에서 약 13km 북쪽에 있다. 면적은 17 km², 저수량은 약 1억 5천만 톤이며, 수위는 해발 130m로 계곡을 따라 S자 형태로 이어진다. 화천에서 내려오는 물길을 막아 조성된 춘천호는 맑은 물과 푸른 자연환경을 갖추고 있어 아름다운 풍광을 자랑한다. 호수 ",909,춘천호,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801869/%EC%B6%98%EC%B2%9C%ED%98%B8_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_vdwz8c.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801868/%EC%B6%98%EC%B2%9C%ED%98%B8_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_ydowis.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760801863/%EC%B6%98%EC%B2%9C%ED%98%B8_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_rgfizl.jpg",1,exact,
910,남대천(강릉),사계절,"산, 호수, 공원, 문화재, 마을","액티비티, 역사",연인,정보없음,가능,강원특별자치도 강릉시 성산면 구산안길,상시 개방,37.71411611,128.8263881,강원특별자치도 강릉시 성산면 구산안길,"남대천은 강릉시 왕산면 목계리 삽당령 부근에서 발원하여 강릉시를 가로질러 남항진에서 동해로 흘러드는 지방하천이다. 강릉시 도심 한가운데를 가로지르며, 남대천 남쪽을 강남이라고 부르기도 한다. 길이는 32.86㎞, 유역면적은 258.65 ㎢에 달한다. 상류 부분은 도마천이라고 부르며, 오봉저수지(강릉저수지)를 지나면서부터 남대천이라는 이름이 붙는다. 강릉시의",910,남대천,6,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795151/%EB%82%A8%EB%8C%80%EC%B2%9C_%EA%B0%95%EB%A6%89__3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_yciycy.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795147/%EB%82%A8%EB%8C%80%EC%B2%9C_%EA%B0%95%EB%A6%89__2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_jt81j5.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795143/%EB%82%A8%EB%8C%80%EC%B2%9C_%EA%B0%95%EB%A6%89__1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ct4t6k.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795140/%EB%82%A8%EB%8C%80%EC%B2%9C_%EC%83%9D%ED%83%9C%EA%B4%80%EC%B0%B0%EB%A1%9C_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_mben3g.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795137/%EB%82%A8%EB%8C%80%EC%B2%9C_%EC%83%9D%ED%83%9C%EA%B4%80%EC%B0%B0%EB%A1%9C_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_a2xzop.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795134/%EB%82%A8%EB%8C%80%EC%B2%9C_%EC%83%9D%ED%83%9C%EA%B4%80%EC%B0%B0%EB%A1%9C_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_vm1h20.jpg",1,exact,
911,화암사(고성),사계절,"산, 절","역사, 조용한",연인,무료,"가능<br>요금 (승용차 4,000원 버스 10,000원)",강원특별자치도 고성군 토성면 화암사길 100,연중무휴,38.22698854,128.4693434,강원특별자치도 고성군 토성면 화암사길 100,"화암사는 강원도 고성군 신평리에 위치한 사찰로, 신라 제36대 혜공왕 5년(769년)에 진표율사에 의해 창건되었다. 이후 여러 차례 화재로 소실과 재건을 반복하였다. 조선 인조 1년(1623)에 소실되었으나, 인조 3년(1625)에 다시 중창되었으며, 고종 1년(1864)에는 지금의 위치인 수바위 아래로 옮겨 지으면서 이름도 '수암사(穗岩寺)'로 바뀌었다.",911,화암사,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803736/%ED%99%94%EC%95%94%EC%82%AC_%EA%B3%A0%EC%84%B1__3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_yfaijw.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803734/%ED%99%94%EC%95%94%EC%82%AC_%EA%B3%A0%EC%84%B1__2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_kxg8pq.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760803730/%ED%99%94%EC%95%94%EC%82%AC_%EA%B3%A0%EC%84%B1__1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_al4lvp.jpg",1,exact,
912,수타사,"봄, 가을, 겨울, 사계절","산, 계곡, 숲, 문화재, 절","산책, 경치, 물놀이, 힐링, 역사, 교육, 조용한",연인,무료,가능,강원특별자치도 홍천군 영귀미면 수타사로 473,상시 개방,37.69872356,127.9592114,강원특별자치도 홍천군 영귀미면 수타사로 473,"공작산은 해발 887m로 산 정상에서 바라보면 홍천군 일대가 한눈에 들어오며, 산세가 공작이 날개를 펼친 모습과 같다하여 붙여진 이름이다. 또한, 홍천읍에서 바라보면 거인이 하늘을 향해 누워있는 형상을 하고 있는 모습이다. 봄에는 철쭉, 가을에는 단풍이 매우 아름다우며 기암절벽과 분재모양의 노송군락, 눈 덮인겨울산도 일품이다. 수타사에서 동면 노천리까지 약",912,수타사,6,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798372/%EC%88%98%ED%83%80%EC%82%AC_3_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_sygxkx.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798369/%EC%88%98%ED%83%80%EC%82%AC_2_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_d8n8q2.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798365/%EC%88%98%ED%83%80%EC%82%AC_1_%EA%B3%B5%EA%B3%B51%EC%9C%A0%ED%98%95_lwidji.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798362/%EC%88%98%ED%83%80%EC%82%AC_%EB%86%8D%EC%B4%8C%ED%85%8C%EB%A7%88%EA%B3%B5%EC%9B%90_3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_zszbj7.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798358/%EC%88%98%ED%83%80%EC%82%AC_%EB%86%8D%EC%B4%8C%ED%85%8C%EB%A7%88%EA%B3%B5%EC%9B%90_2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_nx2qcv.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760798354/%EC%88%98%ED%83%80%EC%82%AC_%EB%86%8D%EC%B4%8C%ED%85%8C%EB%A7%88%EA%B3%B5%EC%9B%90_1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_acr3j2.jpg",1,exact,
913,등명낙가사(강릉),"겨울, 사계절","산, 절","산책, 경치, 역사, 조용한",연인,정보없음,가능,강원특별자치도 강릉시 강동면 괘방산길 16,상시 개방,37.71168379,129.0068053,강원특별자치도 강릉시 강동면 괘방산길 16,"강원도 강릉시 강동면 정동진리 화비령 동록 괘방산 중턱에 위치하고 있는 등명낙가사는 고려 초에 중창하면서 이름을 등명사로 고쳤지만, 숭유억불 정책의 조선 시대에 이르러서는 폐사 지경에 이르기도 했다. 불교의 부흥을 경계했던 조선조 유림에게 “불법을 밝힌다.”는 뜻으로 해석되는 ‘등명’이라는 이름도, 한양 정동 쪽에서 동해 일출의 정기를 앗아버린다는 위치도 ",913,등명낙가사,3,"https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795904/%EB%93%B1%EB%AA%85%EB%82%99%EA%B0%80%EC%82%AC_%EA%B0%95%EB%A6%89__3_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_agipuv.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795899/%EB%93%B1%EB%AA%85%EB%82%99%EA%B0%80%EC%82%AC_%EA%B0%95%EB%A6%89__2_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_kfjw3q.jpg
https://res.cloudinary.com/dmnc24zjf/image/upload/v1760795896/%EB%93%B1%EB%AA%85%EB%82%99%EA%B0%80%EC%82%AC_%EA%B0%95%EB%A6%89__1_%EA%B3%B5%EA%B3%B53%EC%9C%A0%ED%98%95_ycmuzs.jpg",1,exact,
