name,season,nature,vibe,target,fee,parking,address,open_time,latitude,longitude,full_address,short_description,nature_list,vibe_list,target_list,enhanced_description
동해향교,사계절,,역사,"가족, 연인",정보없음,정보없음,강원특별자치도 동해시 승지로 84-3,,37.54011636,129.0915307,,동해향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,[],['역사'],"['가족', '연인']","동해향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
인제향교,사계절,,역사,"가족, 연인",정보없음,정보없음,강원특별자치도 인제군 인제읍 인제로231번길 14,,38.07188427,128.1747195,,인제향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,[],['역사'],"['가족', '연인']","인제향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
화천향교,사계절,,역사,"가족, 연인",정보없음,정보없음,강원특별자치도 화천군 화천읍 상승로1길 48-16,,38.10580465,127.6981563,,화천향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,[],['역사'],"['가족', '연인']","화천향교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
산양서원,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 원덕읍 산양서원1길 24,,37.14035497,129.2834397,,산양서원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"산양서원은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
포충사(철원),사계절,산,힐링,연인,정보없음,정보없음,강원특별자치도 철원군 철원읍 금학로425번길 32,,38.22439279,127.2065839,,포충사철원은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],포충사철원은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
정선아리랑열차(A-train),사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 정선군 여량면 여량6길 17,,37.47292528,128.7220521,,정선아리랑열차Atrain은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],정선아리랑열차Atrain은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
인제 하늘여울소치마을,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 인제군 남면 부평정자로 744(남면),,37.95947706,128.1303991,,인제 하늘여울소치마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],인제 하늘여울소치마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
삼척 맹방 유채밭,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 근덕면 상맹방리,,37.40275113,129.2079301,,삼척 맹방 유채밭은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],삼척 맹방 유채밭은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
애견전용해수욕장 멍비치,여름,바다,힐링,연인,정보없음,정보없음,강원특별자치도 양양군 현남면 광진리78-20,,37.95335402,128.7728272,,애견전용해수욕장 멍비치은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['바다'],['힐링'],['연인'],애견전용해수욕장 멍비치은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
의암수력발전소,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 춘천시 신동면 옛경춘로 62-11,,19.69442748,117.9925663,,의암수력발전소은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],의암수력발전소은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
평화의 댐 물 문화관,"여름, 사계절",호수,힐링,연인,정보없음,정보없음,강원특별자치도 화천군 화천읍 평화로 3481-18,,38.21372262,127.8461812,,평화의 댐 물 문화관은는 여름에 특히 아름다워 호수 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['호수'],['힐링'],['연인'],"평화의 댐 물 문화관은는 여름에 특히 아름다워 호수 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 호수 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
삼탄아트마인,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 정선군 고한읍 함백산로 1445-44,,37.18510597,128.8836435,,삼탄아트마인은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"삼탄아트마인은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
민충사,사계절,"산, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 영월군 영월읍 금강공원길 136,,37.1855093,128.4784575,,민충사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '자연']",['힐링'],['연인'],"민충사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
아바이마을,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 청호로 122-1,,38.20074126,128.5949162,,아바이마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],아바이마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
황무진충효사,사계절,산,힐링,연인,정보없음,정보없음,강원특별자치도 원주시 문막읍 반계리,,37.28895097,127.7787203,,황무진충효사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],황무진충효사은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
DMZ펀치볼둘레길,"봄, 가을, 사계절",산,산책,연인,정보없음,정보없음,강원특별자치도 양구군 해안면 해안서화로 23,,38.29061375,128.1442044,,DMZ펀치볼둘레길은는 봄에 특히 아름다워 산 경관이 뛰어나며 산책 분위기로 연인에게 추천됩니다,['산'],['산책'],['연인'],"DMZ펀치볼둘레길은는 봄에 특히 아름다워 산 경관이 뛰어나며 산책 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 산책 분위기로 좋습니다. 연인에게 추천합니다."
구문소마을,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 태백시 사군드리길 7,,37.09329449,129.0380047,,구문소마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],구문소마을은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
이사부길(새천년해안도로),사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 새천년도로 61-18(정하동),,37.43928542,129.188028,,이사부길새천년해안도로은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],이사부길새천년해안도로은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
고성 제3기 현무암 (강원평화지역 국가지질공원),사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 고성군 토성면 뒷골길 60,,38.28298273,128.5059273,,고성 제3기 현무암 강원평화지역 국가지질공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],고성 제3기 현무암 강원평화지역 국가지질공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
이승휴 상징 조형물,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 미로면 내미로리,,37.44489313,129.0466821,,이승휴 상징 조형물은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],이승휴 상징 조형물은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
리빙스턴교,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 인제군 인제읍 합강리,,38.08845471,128.1821238,,리빙스턴교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],리빙스턴교은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
수암리 마애삼존불상,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 원주시 소초면 수암리,,37.39575126,128.0104212,,수암리 마애삼존불상은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],수암리 마애삼존불상은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
철원지석묘군,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 철원군 갈말읍 토성길 87,,38.24414297,127.3421514,,철원지석묘군은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],철원지석묘군은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
봉황산산림욕장,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 척주로 112(정상동),,37.43848805,129.1757124,,봉황산산림욕장은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"봉황산산림욕장은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
오로라파크,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 태백시 통리길 72,,37.1736325,129.0385133,,오로라파크은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],오로라파크은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
도롱이연못,"봄, 가을, 사계절",산,힐링,연인,정보없음,정보없음,강원특별자치도 정선군 사북읍 사북리 산 155-3,,37.19737823,128.814541,,도롱이연못은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['산'],['힐링'],['연인'],"도롱이연못은는 봄에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 산 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
대진 해수욕장,여름,바다,힐링,연인,정보없음,정보없음,강원특별자치도 동해시 대진항길 46 (대진동),,37.58100095,129.1125693,,대진 해수욕장은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['바다'],['힐링'],['연인'],대진 해수욕장은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
청정조각공원,사계절,자연,힐링,연인,정보없음,정보없음,강원특별자치도 인제군 남면 설악로 10,,37.91654182,128.0592569,,청정조각공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],청정조각공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
비화항,"여름, 사계절",바다,힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 원덕읍 비화진길 177,,37.21535868,129.3452264,,비화항은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['바다'],['힐링'],['연인'],"비화항은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
소돌해수욕장,여름,바다,힐링,연인,정보없음,정보없음,강원특별자치도 강릉시 주문진읍 해안로 1993,,37.90623832,128.8272654,,소돌해수욕장은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['바다'],['힐링'],['연인'],소돌해수욕장은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다.
삼척활기자연휴양림,"봄, 가을, 사계절",자연,힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 미로면 준경길 651-59,,37.38200619,129.0601329,,삼척활기자연휴양림은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],"삼척활기자연휴양림은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
백석폭포,사계절,"산, 계곡",힐링,연인,정보없음,정보없음,강원특별자치도 정선군 북평면 오대천로 412,,37.46511604,128.628108,,백석폭포은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['산', '계곡']",['힐링'],['연인'],"백석폭포은는 사계절에 특히 아름다워 산 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산, 계곡 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
오장폭포,사계절,"산, 계곡",역사,"가족, 연인",정보없음,정보없음,강원특별자치도 정선군 여량면 구절리,,37.53425222,128.7574276,,오장폭포은는 사계절에 특히 아름다워 산 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다,"['산', '계곡']",['역사'],"['가족', '연인']","오장폭포은는 사계절에 특히 아름다워 산 경관이 뛰어나며 역사 분위기로 가족 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 산, 계곡 경관을 즐길 수 있습니다. 역사 분위기로 좋습니다. 가족, 연인에게 추천합니다."
소양정,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 춘천시 소양정길42번길 24(소양로1가),,37.89213294,127.7315097,,소양정은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],소양정은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
조규승가옥,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 양양군 현남면 개매길 215-5,,37.94419938,128.7653421,,조규승가옥은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],조규승가옥은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
강릉안반데기관광농원,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 강릉시 안반데기1길 203,,37.60879327,128.7400519,,강릉안반데기관광농원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],강릉안반데기관광농원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
금천골 석탄층,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 태백시 금천길 93-24,,37.09881528,128.9969915,,금천골 석탄층은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],금천골 석탄층은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
유현문화관광지,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 횡성군 서원면 경강로유현1길 50,,37.53071821,127.8199401,,유현문화관광지은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],유현문화관광지은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
원주젊음의광장,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 원주시 단구로 170 (명륜동),,37.33657359,127.9473953,,원주젊음의광장은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],원주젊음의광장은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
쏠비치삼척 오션플레이,"여름, 사계절",바다,힐링,연인,정보없음,정보없음,강원특별자치도 삼척시 수로부인길 453 (갈천동),,37.47049803,129.1641986,,쏠비치삼척 오션플레이은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['바다'],['힐링'],['연인'],"쏠비치삼척 오션플레이은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 바다 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
닭전 골목,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 속초시 중앙로147번길 16 (중앙동),,38.20457128,128.5902165,,닭전 골목은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],닭전 골목은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
청초호유원지,사계절,"자연, 호수",힐링,연인,정보없음,정보없음,강원특별자치도 속초시 철새길 76 (조양동),,38.19198934,128.5865589,,청초호유원지은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['자연', '호수']",['힐링'],['연인'],"청초호유원지은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연, 호수 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
간이해변,"여름, 사계절","바다, 자연",힐링,연인,정보없음,정보없음,강원특별자치도 속초시 아바이마을1길 86-1 (청호동),,38.20418252,128.5946244,,간이해변은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,"['바다', '자연']",['힐링'],['연인'],"간이해변은는 여름에 특히 아름다워 바다 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 여름, 사계절에 특히 아름답습니다. 바다, 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
키즈몬 강릉점,사계절,,힐링,"가족, 연인",정보없음,정보없음,강원특별자치도 강릉시 사임당로 66 (홍제동),,37.75153749,128.8631975,,키즈몬 강릉점은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 가족 연인에게 추천됩니다,[],['힐링'],"['가족', '연인']","키즈몬 강릉점은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 가족 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 가족, 연인에게 추천합니다."
인제성당,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 인제군 인제읍 인제로225번길 12,,38.07170651,128.1742862,,인제성당은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],인제성당은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
토끼의 숲,"봄, 가을, 사계절",자연,힐링,연인,정보없음,정보없음,강원특별자치도 평창군 대관령면 스포츠파크1길 50,,37.66583552,128.6800444,,토끼의 숲은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,['자연'],['힐링'],['연인'],"토끼의 숲은는 봄에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 봄, 가을, 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 힐링 분위기로 좋습니다. 연인에게 추천합니다."
강릉 메타버스 체험관,사계절,,액티비티,친구,정보없음,정보없음,강원특별자치도 강릉시 난설헌로 131 (초당동),,37.78797023,128.9065286,,강릉 메타버스 체험관은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 액티비티 분위기로 친구에게 추천됩니다,[],['액티비티'],['친구'],강릉 메타버스 체험관은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 액티비티 분위기로 친구에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  액티비티 분위기로 좋습니다. 친구에게 추천합니다.
피노키오청소년수련원(피노키오 캠핑장),사계절,,액티비티,친구,정보없음,정보없음,강원특별자치도 원주시 신림면 소야1길 72,,37.25748405,128.167725,,피노키오청소년수련원피노키오 캠핑장은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 액티비티 분위기로 친구에게 추천됩니다,[],['액티비티'],['친구'],피노키오청소년수련원피노키오 캠핑장은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 액티비티 분위기로 친구에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  액티비티 분위기로 좋습니다. 친구에게 추천합니다.
태백체험공원,사계절,자연,액티비티,친구,정보없음,정보없음,강원특별자치도 태백시 소도길 9-11,,37.13351083,128.9723344,,태백체험공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 액티비티 분위기로 친구에게 추천됩니다,['자연'],['액티비티'],['친구'],태백체험공원은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 액티비티 분위기로 친구에게 추천됩니다 이곳은 사계절에 특히 아름답습니다. 자연 경관을 즐길 수 있습니다. 액티비티 분위기로 좋습니다. 친구에게 추천합니다.
횡계 오삼불고기 거리,사계절,,힐링,연인,정보없음,정보없음,강원특별자치도 평창군 대관령면 횡계리331-6,,37.67261583,128.7079612,,횡계 오삼불고기 거리은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],횡계 오삼불고기 거리은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
승리전망대,사계절,,사진명소,연인,정보없음,정보없음,강원특별자치도 철원군 근남면 영서로 9579,,38.27293469,127.5261754,,승리전망대은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 사진명소 분위기로 연인에게 추천됩니다,[],['사진명소'],['연인'],승리전망대은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 사진명소 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  사진명소 분위기로 좋습니다. 연인에게 추천합니다.
국토정중앙천문대,사계절,,힐링,연인,정보없음,정보없음,"강원특별자치도 양구군 국토정중앙면 국토정중앙로 (127, 국토정중앙)",,38.06899296,128.0296994,,국토정중앙천문대은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다,[],['힐링'],['연인'],국토정중앙천문대은는 사계절에 특히 아름다워 자연 경관이 뛰어나며 힐링 분위기로 연인에게 추천됩니다 이곳은 사계절에 특히 아름답습니다.  힐링 분위기로 좋습니다. 연인에게 추천합니다.
